id,词语,词类标记,词类名称,出现次数,频率,累积频率
8137,下属,n,名词,128,0.0013,87.3099
8138,美国人,n,名词,128,0.0013,87.3112
8139,值班,v,动词,128,0.0013,87.3125
8140,悬挂,v,动词,128,0.0013,87.3138
8141,车厢,n,名词,128,0.0013,87.3151
8142,茶叶,n,名词,128,0.0013,87.3021
8143,一线,n,名词,128,0.0013,87.2969
8144,水珠,n,名词,128,0.0013,87.2956
8145,一家人,n,名词,128,0.0013,87.2943
8146,机车,n,名词,128,0.0013,87.293
8147,转为,v,动词,128,0.0013,87.2917
8148,程,n,名词,128,0.0013,87.2904
8149,水蒸气,n,名词,128,0.0013,87.2891
8150,迫,v,动词,128,0.0013,87.2878
8151,领事,n,名词,128,0.0013,87.2865
8152,特殊性,n,名词,128,0.0013,87.2852
8153,老大,n,名词,128,0.0013,87.2839
8154,马车,n,名词,128,0.0013,87.28
8155,侦查,v,动词,128,0.0013,87.2826
8156,进化论,n,名词,128,0.0013,87.2995
8157,日记,n,名词,127,0.0013,87.3528
8158,内脏,n,名词,127,0.0013,87.3502
8159,倾听,v,动词,127,0.0013,87.3554
8160,荧光屏,n,名词,127,0.0013,87.3567
8161,党委书记,n,名词,127,0.0013,87.358
8162,快去,v,动词,127,0.0013,87.3593
8163,喊声,n,名词,127,0.0013,87.3606
8164,敌军,n,名词,127,0.0013,87.3619
8165,误解,v,动词,127,0.0013,87.3632
8166,笔记,n,名词,127,0.0013,87.3645
8167,不只是,v,动词,127,0.0013,87.3658
8168,沉积物,n,名词,127,0.0013,87.3671
8169,双眼,n,名词,127,0.0013,87.3697
8170,灵活性,n,名词,127,0.0013,87.3801
8171,人民日报,n,名词,127,0.0013,87.3788
8172,关上,v,动词,127,0.0013,87.3775
8173,挺,v,动词,127,0.0013,87.3762
8174,指,n,名词,127,0.0013,87.3749
8175,量子力学,n,名词,127,0.0013,87.3736
8176,烈士,n,名词,127,0.0013,87.3684
8177,换句话说,i,习用语,127,0.0013,87.371
8178,判,v,动词,127,0.0013,87.3814
8179,鳃,n,名词,127,0.0013,87.3476
8180,康有为,nh,人名,127,0.0013,87.3723
8181,冷冷,a,形容词,127,0.0013,87.3515
8182,心上,nl,处所名词,127,0.0013,87.3541
8183,音调,n,名词,127,0.0013,87.3463
8184,电容器,n,名词,127,0.0013,87.3294
8185,鲤鱼,n,名词,127,0.0013,87.332
8186,事例,n,名词,127,0.0013,87.3268
8187,摇晃,v,动词,127,0.0013,87.3255
8188,空白,n,名词,127,0.0013,87.3242
8189,锁,n,名词,127,0.0013,87.3229
8190,问世,v,动词,127,0.0013,87.3216
8191,嫁接,v,动词,127,0.0013,87.3203
8192,特意,d,副词,127,0.0013,87.319
8193,特地,d,副词,127,0.0013,87.3177
8194,握住,v,动词,127,0.0013,87.3281
8195,郊区,n,名词,127,0.0013,87.3333
8196,留学,v,动词,127,0.0013,87.3346
8197,山路,n,名词,127,0.0013,87.3359
8198,独立,a,形容词,127,0.0013,87.3372
8199,水下,nl,处所名词,127,0.0013,87.3385
8200,热水,n,名词,127,0.0013,87.3398
8201,战,n,名词,127,0.0013,87.3489
8202,固执,a,形容词,127,0.0013,87.3411
8203,金明,nh,人名,127,0.0013,87.3307
8204,气愤,v,动词,127,0.0013,87.3424
8205,何等,d,副词,127,0.0013,87.3437
8206,猎,v,动词,127,0.0013,87.345
8207,主语,n,名词,126,0.0013,87.4386
8208,万分,d,副词,126,0.0013,87.4256
8209,预言,v,动词,126,0.0013,87.4178
8210,熔点,n,名词,126,0.0013,87.4191
8211,低下,v,动词,126,0.0013,87.4204
8212,民事,n,名词,126,0.0013,87.4217
8213,彼,r,代词,126,0.0013,87.423
8214,代理人,n,名词,126,0.0013,87.4334
8215,交错,v,动词,126,0.0013,87.4243
8216,摆,n,名词,126,0.0013,87.4152
8217,封建制度,n,名词,126,0.0013,87.4269
8218,发芽,v,动词,126,0.0013,87.4282
8219,汽油,n,名词,126,0.0013,87.4295
8220,踏上,v,动词,126,0.0013,87.4308
8221,互补,v,动词,126,0.0013,87.436
8222,十一月,nt,时间名词,126,0.0013,87.449
8223,粘液,n,名词,126,0.0013,87.4477
8224,咽,v,动词,126,0.0013,87.4464
8225,山峰,n,名词,126,0.0013,87.4451
8226,实验,v,动词,126,0.0013,87.4438
8227,海带,n,名词,126,0.0013,87.4425
8228,总,n,名词,126,0.0013,87.4399
8229,颇为,d,副词,126,0.0013,87.4373
8230,大王,n,名词,126,0.0013,87.4321
8231,辞职,v,动词,126,0.0013,87.4347
8232,准,a,形容词,126,0.0013,87.4412
8233,不正之风,i,习用语,126,0.0013,87.4113
8234,抗议,v,动词,126,0.0013,87.3944
8235,射出,v,动词,126,0.0013,87.397
8236,嚼,v,动词,126,0.0013,87.4126
8237,所,p,介词,126,0.0013,87.3918
8238,逆,v,动词,126,0.0013,87.4165
8239,内蒙古,ns,地名,126,0.0013,87.3905
8240,一伙,mq,数量,126,0.0013,87.3892
8241,攀,v,动词,126,0.0013,87.3827
8242,协同,v,动词,126,0.0013,87.3879
8243,离去,v,动词,126,0.0013,87.3866
8244,不理,v,动词,126,0.0013,87.3853
8245,剖面,n,名词,126,0.0013,87.384
8246,疙瘩,n,名词,126,0.0013,87.3931
8247,散布,v,动词,126,0.0013,87.3983
8248,真实性,n,名词,126,0.0013,87.3996
8249,诗意,n,名词,126,0.0013,87.4009
8250,在场,v,动词,126,0.0013,87.4022
8251,啄木鸟,n,名词,126,0.0013,87.4139
8252,吸烟,v,动词,126,0.0013,87.4048
8253,稀少,a,形容词,126,0.0013,87.3957
8254,堵,v,动词,126,0.0013,87.4061
8255,下部,nd,方位名词,126,0.0013,87.4074
8256,永久,a,形容词,126,0.0013,87.4087
8257,不耐烦,i,习用语,126,0.0013,87.41
8258,接连,d,副词,126,0.0013,87.4035
8259,梳,v,动词,125,0.0013,87.4906
8260,胡耀邦,nh,人名,125,0.0013,87.4919
8261,于,nhf,人名-姓,125,0.0013,87.4932
8262,根系,n,名词,125,0.0013,87.4945
8263,邻近,v,动词,125,0.0013,87.5062
8264,尊严,n,名词,125,0.0013,87.4958
8265,压抑,v,动词,125,0.0013,87.4867
8266,东欧,ns,地名,125,0.0013,87.4971
8267,新人,n,名词,125,0.0013,87.4984
8268,暂,d,副词,125,0.0013,87.4997
8269,结算,v,动词,125,0.0013,87.501
8270,各界,n,名词,125,0.0013,87.5023
8271,芭蕾,n,名词,125,0.0013,87.5036
8272,各方,n,名词,125,0.0013,87.5088
8273,标语,n,名词,125,0.0013,87.5218
8274,右派,n,名词,125,0.0013,87.5205
8275,纳税,v,动词,125,0.0013,87.5192
8276,高校,j,缩略语,125,0.0013,87.5179
8277,未经,v,动词,125,0.0013,87.5166
8278,女婿,n,名词,125,0.0013,87.5153
8279,里头,nd,方位名词,125,0.0013,87.5231
8280,遗憾,v,动词,125,0.0013,87.514
8281,半封建,n,名词,125,0.0013,87.5127
8282,瑞典,ns,地名,125,0.0013,87.5114
8283,闪闪,a,形容词,125,0.0013,87.5101
8284,中美,j,缩略语,125,0.0013,87.5049
8285,稻田,n,名词,125,0.0013,87.5075
8286,全心全意,i,习用语,125,0.0013,87.4893
8287,会员,n,名词,125,0.0013,87.4711
8288,宽阔,a,形容词,125,0.0013,87.4685
8289,开除,v,动词,125,0.0013,87.4594
8290,管道,n,名词,125,0.0013,87.488
8291,牛奶,n,名词,125,0.0013,87.4633
8292,修复,v,动词,125,0.0013,87.4503
8293,不得,d,副词,125,0.0013,87.4607
8294,现出,v,动词,125,0.0013,87.4646
8295,计划生育,i,习用语,125,0.0013,87.4581
8296,口里,nl,处所名词,125,0.0013,87.4568
8297,捡,v,动词,125,0.0013,87.4555
8298,多样化,v,动词,125,0.0013,87.4542
8299,生理学,n,名词,125,0.0013,87.4529
8300,手脚,n,名词,125,0.0013,87.4516
8301,做梦,v,动词,125,0.0013,87.462
8302,况且,c,连词,125,0.0013,87.4763
8303,消亡,v,动词,125,0.0013,87.4841
8304,民主政治,n,名词,125,0.0013,87.4828
8305,透,v,动词,125,0.0013,87.4815
8306,曹操,nh,人名,125,0.0013,87.4802
8307,陕西,ns,地名,125,0.0013,87.4789
8308,渡,v,动词,125,0.0013,87.4776
8309,良种,n,名词,125,0.0013,87.4659
8310,征求,v,动词,125,0.0013,87.475
8311,强盗,n,名词,125,0.0013,87.4854
8312,泥沙,n,名词,125,0.0013,87.4724
8313,外科,n,名词,125,0.0013,87.4737
8314,矛盾,a,形容词,125,0.0013,87.4698
8315,不定,d,副词,125,0.0013,87.4672
8316,政治部,n,名词,124,0.0013,87.5699
8317,十二月,nt,时间名词,124,0.0013,87.566
8318,向,v,动词,124,0.0013,87.5673
8319,生物体,n,名词,124,0.0013,87.5842
8320,除非,c,连词,124,0.0013,87.5634
8321,新,d,副词,124,0.0013,87.5712
8322,指数,n,名词,124,0.0013,87.5725
8323,师范,j,缩略语,124,0.0013,87.5738
8324,余地,n,名词,124,0.0013,87.5751
8325,绝,d,副词,124,0.0013,87.5764
8326,不快,a,形容词,124,0.0013,87.5777
8327,卧室,n,名词,124,0.0013,87.579
8328,担,v,动词,124,0.0013,87.5803
8329,实例,n,名词,124,0.0013,87.5816
8330,显露,v,动词,124,0.0013,87.5855
8331,避开,v,动词,124,0.0013,87.5946
8332,外商,n,名词,124,0.0013,87.5959
8333,公私合营,n,名词,124,0.0013,87.5933
8334,枝叶,n,名词,124,0.0013,87.5985
8335,新奇,a,形容词,124,0.0013,87.5998
8336,土耳其,ns,地名,124,0.0013,87.6011
8337,水子,nh,人名,124,0.0013,87.6024
8338,谨慎,a,形容词,124,0.0013,87.5972
8339,个儿,n,名词,124,0.0013,87.592
8340,村长,n,名词,124,0.0013,87.5907
8341,说,n,名词,124,0.0013,87.5829
8342,激动,a,形容词,124,0.0013,87.5894
8343,边上,nl,处所名词,124,0.0013,87.5881
8344,奴役,v,动词,124,0.0013,87.5868
8345,髓,n,名词,124,0.0013,87.5647
8346,柑桔,n,名词,124,0.0013,87.54
8347,直立,v,动词,124,0.0013,87.5361
8348,眼神,n,名词,124,0.0013,87.5387
8349,集合,v,动词,124,0.0013,87.5244
8350,觉察,v,动词,124,0.0013,87.5374
8351,威力,n,名词,124,0.0013,87.5426
8352,年头,nt,时间名词,124,0.0013,87.5348
8353,陈述,v,动词,124,0.0013,87.5335
8354,附近,a,形容词,124,0.0013,87.5322
8355,宽大,a,形容词,124,0.0013,87.5309
8356,纱,n,名词,124,0.0013,87.5296
8357,刊登,v,动词,124,0.0013,87.5283
8358,一动,v,动词,124,0.0013,87.527
8359,滑动,v,动词,124,0.0013,87.5257
8360,婚礼,n,名词,124,0.0013,87.5413
8361,光,v,动词,124,0.0013,87.5439
8362,谈不上,v,动词,124,0.0013,87.5452
8363,哪,u,助词,124,0.0013,87.5465
8364,深受,v,动词,124,0.0013,87.5478
8365,山林,n,名词,124,0.0013,87.5491
8366,司,n,名词,124,0.0013,87.5504
8367,落地,v,动词,124,0.0013,87.5517
8368,寄主,n,名词,124,0.0013,87.553
8369,天主教,n,名词,124,0.0013,87.5543
8370,笨,a,形容词,124,0.0013,87.5556
8371,贡献,v,动词,124,0.0013,87.5569
8372,民俗,n,名词,124,0.0013,87.5608
8373,回避,v,动词,124,0.0013,87.5582
8374,板凳,n,名词,124,0.0013,87.5686
8375,陈旧,a,形容词,124,0.0013,87.5595
8376,为啥,d,副词,124,0.0013,87.5621
8377,买来,v,动词,123,0.0013,87.6362
8378,潜,v,动词,123,0.0013,87.6375
8379,震惊,v,动词,123,0.0013,87.6388
8380,呆呆,a,形容词,123,0.0013,87.6401
8381,无色,v,动词,123,0.0013,87.657
8382,荒,a,形容词,123,0.0013,87.6414
8383,再三,d,副词,123,0.0013,87.6323
8384,贫穷,a,形容词,123,0.0013,87.6427
8385,被捕,v,动词,123,0.0013,87.644
8386,浮动,v,动词,123,0.0013,87.6453
8387,透露,v,动词,123,0.0013,87.6557
8388,徘徊,v,动词,123,0.0013,87.6479
8389,坚固,a,形容词,123,0.0013,87.6492
8390,适应性,n,名词,123,0.0013,87.6505
8391,大跃进,n,名词,123,0.0013,87.6518
8392,搬家,v,动词,123,0.0013,87.6531
8393,终年,nt,时间名词,123,0.0013,87.6544
8394,不解,v,动词,123,0.0013,87.6297
8395,鞭子,n,名词,123,0.0013,87.6466
8396,猪肉,n,名词,123,0.0013,87.6336
8397,严寒,a,形容词,123,0.0013,87.6583
8398,平坦,a,形容词,123,0.0013,87.6349
8399,钉,v,动词,123,0.0013,87.6284
8400,风力,n,名词,123,0.0013,87.6063
8401,立体,a,形容词,123,0.0013,87.6076
8402,厌恶,v,动词,123,0.0013,87.6167
8403,遗,v,动词,123,0.0013,87.6089
8404,从,v,动词,123,0.0013,87.6102
8405,贝多芬,nh,人名,123,0.0013,87.6115
8406,抓起,v,动词,123,0.0013,87.6128
8407,横,v,动词,123,0.0013,87.6141
8408,手榴弹,n,名词,123,0.0013,87.6154
8409,传教士,n,名词,123,0.0013,87.6037
8410,剧种,n,名词,123,0.0013,87.618
8411,支出,v,动词,123,0.0013,87.6193
8412,这样一来,i,习用语,123,0.0013,87.6206
8413,暴雨,n,名词,123,0.0013,87.6219
8414,蜜,n,名词,123,0.0013,87.6232
8415,抗病,v,动词,123,0.0013,87.6245
8416,甲板,n,名词,123,0.0013,87.631
8417,属,n,名词,123,0.0013,87.6258
8418,抗日,v,动词,123,0.0013,87.605
8419,船只,n,名词,123,0.0013,87.6271
8420,支书,n,名词,122,0.0013,87.6934
8421,厌,v,动词,122,0.0013,87.6973
8422,电量,n,名词,122,0.0013,87.6882
8423,白,d,副词,122,0.0013,87.6986
8424,大厦,n,名词,122,0.0013,87.6947
8425,哺乳动物,n,名词,122,0.0013,87.6999
8426,文化教育,n,名词,122,0.0013,87.6921
8427,壁上,nl,处所名词,122,0.0013,87.7012
8428,上年,nt,时间名词,122,0.0013,87.7025
8429,敏捷,a,形容词,122,0.0013,87.7038
8430,清水,n,名词,122,0.0013,87.7051
8431,创伤,n,名词,122,0.0013,87.7064
8432,时髦,a,形容词,122,0.0013,87.7103
8433,寺,n,名词,122,0.0013,87.722
8434,奉献,v,动词,122,0.0013,87.7207
8435,红,v,动词,122,0.0013,87.7194
8436,筐,n,名词,122,0.0013,87.7181
8437,四面,nd,方位名词,122,0.0013,87.7168
8438,白细胞,n,名词,122,0.0013,87.7155
8439,轮流,d,副词,122,0.0013,87.7129
8440,久久,a,形容词,122,0.0013,87.7116
8441,咖啡,n,名词,122,0.0013,87.7142
8442,奔跑,v,动词,122,0.0013,87.709
8443,可就,d,副词,122,0.0013,87.7077
8444,倚,v,动词,122,0.0013,87.696
8445,静脉,n,名词,122,0.0013,87.6895
8446,混淆,v,动词,122,0.0013,87.6687
8447,经受,v,动词,122,0.0013,87.67
8448,后天,nt,时间名词,122,0.0013,87.6739
8449,犹,d,副词,122,0.0013,87.6674
8450,侵权,v,动词,122,0.0013,87.6661
8451,辽阔,a,形容词,122,0.0013,87.6648
8452,困境,n,名词,122,0.0013,87.6635
8453,茶馆,n,名词,122,0.0013,87.6622
8454,诚实,a,形容词,122,0.0013,87.6609
8455,光泽,n,名词,122,0.0013,87.6596
8456,胀,v,动词,122,0.0013,87.6713
8457,鞭,n,名词,122,0.0013,87.6752
8458,成功,n,名词,122,0.0013,87.6765
8459,有机体,n,名词,122,0.0013,87.6778
8460,不服,v,动词,122,0.0013,87.6791
8461,淋,v,动词,122,0.0013,87.6804
8462,上市,v,动词,122,0.0013,87.6817
8463,同时,d,副词,122,0.0013,87.683
8464,器材,n,名词,122,0.0013,87.6843
8465,只用,v,动词,122,0.0013,87.6856
8466,拐,v,动词,122,0.0013,87.6908
8467,陶冶,v,动词,122,0.0013,87.6869
8468,前头,nd,方位名词,122,0.0013,87.6726
8469,一大批,n,名词,121,0.0013,87.7753
8470,售价,n,名词,121,0.0013,87.7675
8471,多样性,n,名词,121,0.0013,87.7688
8472,舍,v,动词,121,0.0013,87.7701
8473,死刑,n,名词,121,0.0013,87.7714
8474,耽误,v,动词,121,0.0013,87.7727
8475,摧残,v,动词,121,0.0013,87.7844
8476,发抖,v,动词,121,0.0013,87.774
8477,议,v,动词,121,0.0013,87.7636
8478,洞口,nl,处所名词,121,0.0013,87.7766
8479,国民政府,n,名词,121,0.0013,87.7779
8480,异常,d,副词,121,0.0013,87.7792
8481,糟,a,形容词,121,0.0013,87.7454
8482,主导,n,名词,121,0.0013,87.7805
8483,增殖,v,动词,121,0.0013,87.7662
8484,别看,v,动词,121,0.0013,87.7818
8485,几个,m,数词,121,0.0013,87.787
8486,重心,n,名词,121,0.0013,87.8
8487,借用,v,动词,121,0.0013,87.7987
8488,呼喊,v,动词,121,0.0013,87.7974
8489,剧团,n,名词,121,0.0013,87.7961
8490,角,q,量词,121,0.0013,87.7948
8491,打败,v,动词,121,0.0013,87.7935
8492,苍蝇,n,名词,121,0.0013,87.8013
8493,亚里士多德,nh,人名,121,0.0013,87.7922
8494,生,a,形容词,121,0.0013,87.7909
8495,表彰,v,动词,121,0.0013,87.7896
8496,步子,n,名词,121,0.0013,87.7883
8497,书房,n,名词,121,0.0013,87.7831
8498,赚钱,v,动词,121,0.0013,87.7857
8499,一氧化碳,n,名词,121,0.0013,87.7649
8500,丙,m,数词,121,0.0013,87.7441
8501,算出,v,动词,121,0.0013,87.735
8502,定为,v,动词,121,0.0013,87.7376
8503,刻画,v,动词,121,0.0013,87.7363
8504,请示,v,动词,121,0.0013,87.7415
8505,咀嚼,v,动词,121,0.0013,87.7337
8506,一回事,n,名词,121,0.0013,87.7324
8507,棺材,n,名词,121,0.0013,87.7311
8508,勤劳,a,形容词,121,0.0013,87.7246
8509,奥地利,ns,地名,121,0.0013,87.7285
8510,县里,nl,处所名词,121,0.0013,87.7272
8511,大体上,nl,处所名词,121,0.0013,87.7259
8512,赏,v,动词,121,0.0013,87.7298
8513,搅,v,动词,121,0.0013,87.7233
8514,量子,n,名词,121,0.0013,87.7389
8515,泡,v,动词,121,0.0013,87.7532
8516,大大小小,a,形容词,121,0.0013,87.7597
8517,参照,v,动词,121,0.0013,87.7584
8518,水位,n,名词,121,0.0013,87.7571
8519,坚决,v,动词,121,0.0013,87.7558
8520,跳到,v,动词,121,0.0013,87.7545
8521,形变,n,名词,121,0.0013,87.7428
8522,突击,v,动词,121,0.0013,87.7519
8523,国际上,n,名词,121,0.0013,87.7623
8524,领会,v,动词,121,0.0013,87.7506
8525,示范,v,动词,121,0.0013,87.7493
8526,花纹,n,名词,121,0.0013,87.7402
8527,红楼梦,n,名词,121,0.0013,87.748
8528,搂,v,动词,121,0.0013,87.7467
8529,繁重,a,形容词,121,0.0013,87.761
8530,感慨,v,动词,120,0.0013,87.8442
8531,间隔,v,动词,120,0.0013,87.8455
8532,南朝鲜,ns,地名,120,0.0013,87.8468
8533,伊朗,ns,地名,120,0.0013,87.8481
8534,连同,c,连词,120,0.0013,87.8494
8535,迹,n,名词,120,0.0013,87.8611
8536,卤,n,名词,120,0.0013,87.8507
8537,因地制宜,i,习用语,120,0.0013,87.8403
8538,我军,r,代词,120,0.0013,87.852
8539,冷水,n,名词,120,0.0013,87.8533
8540,场地,n,名词,120,0.0013,87.8546
8541,眼晴,n,名词,120,0.0013,87.8559
8542,一瞬间,nt,时间名词,120,0.0013,87.8572
8543,凄凉,a,形容词,120,0.0013,87.8585
8544,为难,a,形容词,120,0.0013,87.8637
8545,捕食,v,动词,120,0.0013,87.878
8546,没事,v,动词,120,0.0013,87.8767
8547,对称性,n,名词,120,0.0013,87.8754
8548,跟随,v,动词,120,0.0013,87.8741
8549,电动机,n,名词,120,0.0013,87.8728
8550,奥秘,n,名词,120,0.0013,87.8715
8551,繁多,a,形容词,120,0.0013,87.8702
8552,挡,v,动词,120,0.0013,87.8689
8553,降到,v,动词,120,0.0013,87.8676
8554,艺术品,n,名词,120,0.0013,87.8663
8555,照耀,v,动词,120,0.0013,87.865
8556,爱上,v,动词,120,0.0013,87.8598
8557,流泪,v,动词,120,0.0013,87.8624
8558,隔壁,n,名词,120,0.0013,87.8208
8559,歪,a,形容词,120,0.0013,87.8429
8560,授,v,动词,120,0.0013,87.8416
8561,逗,v,动词,120,0.0013,87.813
8562,记号,n,名词,120,0.0013,87.8156
8563,乘客,n,名词,120,0.0013,87.8026
8564,打架,v,动词,120,0.0013,87.8143
8565,熄灭,v,动词,120,0.0013,87.8182
8566,祖母,n,名词,120,0.0013,87.8117
8567,渠,n,名词,120,0.0013,87.8104
8568,秘密,a,形容词,120,0.0013,87.8091
8569,大好,a,形容词,120,0.0013,87.8078
8570,官僚主义,n,名词,120,0.0013,87.8065
8571,记忆,v,动词,120,0.0013,87.8052
8572,吃力,a,形容词,120,0.0013,87.8039
8573,田间,n,名词,120,0.0013,87.8169
8574,硬,d,副词,120,0.0013,87.8299
8575,一心,d,副词,120,0.0013,87.8377
8576,上部,nd,方位名词,120,0.0013,87.8364
8577,半球,n,名词,120,0.0013,87.8351
8578,一块,mq,数量,120,0.0013,87.8338
8579,安,a,形容词,120,0.0013,87.8325
8580,代理,v,动词,120,0.0013,87.8312
8581,容许,v,动词,120,0.0013,87.8195
8582,寂静,a,形容词,120,0.0013,87.8286
8583,怪物,n,名词,120,0.0013,87.839
8584,比价,n,名词,120,0.0013,87.826
8585,运到,v,动词,120,0.0013,87.8247
8586,身分,n,名词,120,0.0013,87.8234
8587,炸弹,n,名词,120,0.0013,87.8273
8588,罗马尼亚,ns,地名,120,0.0013,87.8221
8589,卓越,a,形容词,119,0.0012,87.9308
8590,女排,j,缩略语,119,0.0012,87.9248
8591,促成,v,动词,119,0.0012,87.9296
8592,名单,n,名词,119,0.0012,87.9284
8593,被动,a,形容词,119,0.0012,87.9272
8594,抽烟,v,动词,119,0.0012,87.926
8595,施用,v,动词,119,0.0012,87.9152
8596,契约,n,名词,119,0.0012,87.9236
8597,遗址,n,名词,119,0.0012,87.9332
8598,末期,nt,时间名词,119,0.0012,87.9212
8599,身穿,v,动词,119,0.0012,87.92
8600,曹志道,nh,人名,119,0.0012,87.9188
8601,忙碌,a,形容词,119,0.0012,87.9176
8602,浆,n,名词,119,0.0012,87.9164
8603,体外,nl,处所名词,119,0.0012,87.9224
8604,疗法,n,名词,119,0.0012,87.938
8605,远远,d,副词,119,0.0012,87.9512
8606,丘陵,n,名词,119,0.0012,87.95
8607,调剂,v,动词,119,0.0012,87.9488
8608,大战,v,动词,119,0.0012,87.9476
8609,看书,v,动词,119,0.0012,87.9464
8610,跟踪,v,动词,119,0.0012,87.9452
8611,开来,vd,趋向动词,119,0.0012,87.944
8612,金额,n,名词,119,0.0012,87.9428
8613,甘心,v,动词,119,0.0012,87.9416
8614,边,c,连词,119,0.0012,87.9344
8615,碰撞,v,动词,119,0.0012,87.9392
8616,相对于,v,动词,119,0.0012,87.9524
8617,必不可少,i,习用语,119,0.0012,87.9368
8618,生病,v,动词,119,0.0012,87.9404
8619,公尺,q,量词,119,0.0012,87.932
8620,上海市,ns,地名,119,0.0012,87.8948
8621,清,j,缩略语,119,0.0012,87.89
8622,振奋,v,动词,119,0.0012,87.8936
8623,盒子,n,名词,119,0.0012,87.8792
8624,乘机,v,动词,119,0.0012,87.8912
8625,海关,n,名词,119,0.0012,87.896
8626,升华,v,动词,119,0.0012,87.8888
8627,通道,n,名词,119,0.0012,87.8876
8628,基于,p,介词,119,0.0012,87.8864
8629,有序,v,动词,119,0.0012,87.8852
8630,演绎,n,名词,119,0.0012,87.884
8631,搬运,v,动词,119,0.0012,87.8828
8632,初,d,副词,119,0.0012,87.8816
8633,说起来,v,动词,119,0.0012,87.8804
8634,倾向性,n,名词,119,0.0012,87.8924
8635,重叠,v,动词,119,0.0012,87.8972
8636,重合,v,动词,119,0.0012,87.8984
8637,列举,v,动词,119,0.0012,87.8996
8638,相距,v,动词,119,0.0012,87.9008
8639,过年,v,动词,119,0.0012,87.902
8640,大字,n,名词,119,0.0012,87.9032
8641,域,n,名词,119,0.0012,87.9044
8642,新生,n,名词,119,0.0012,87.9056
8643,风雪,n,名词,119,0.0012,87.9068
8644,以便,d,副词,119,0.0012,87.908
8645,呗,u,助词,119,0.0012,87.9092
8646,葬,v,动词,119,0.0012,87.9104
8647,找来,v,动词,119,0.0012,87.9116
8648,朱德,nh,人名,119,0.0012,87.9128
8649,确有,v,动词,119,0.0012,87.914
8650,农奴,n,名词,119,0.0012,87.9356
8651,刑,n,名词,118,0.0012,88.0052
8652,削,v,动词,118,0.0012,88.004
8653,可惜,d,副词,118,0.0012,88.0028
8654,汉口,ns,地名,118,0.0012,88.0016
8655,比利时,ns,地名,118,0.0012,87.9896
8656,清脆,a,形容词,118,0.0012,87.9992
8657,石子,n,名词,118,0.0012,88.0124
8658,分子式,n,名词,118,0.0012,88.0088
8659,美育,n,名词,118,0.0012,88.0004
